Date,TAVG,TMAX,TMIN
12/20/1996,67,81,
12/21/1996,67,80,
12/22/1996,69,79,55
12/23/1996,69,79,62
12/24/1996,69,75,60
12/25/1996,68,76,59
12/26/1996,68,76,
12/27/1996,68,80,57
12/28/1996,69,78,58
12/29/1996,67,77,56
12/30/1996,67,,58
12/31/1996,67,75,59
1/1/1997,68,79,57
1/2/1997,66,74,59
1/3/1997,68,78,
1/4/1997,65,74,57
1/5/1997,65,74,
1/6/1997,65,75,56
1/7/1997,66,78,54
1/8/1997,66,80,53
1/9/1997,66,77,54
1/10/1997,67,78,54
1/11/1997,66,75,56
1/12/1997,65,75,
1/13/1997,64,74,51
1/14/1997,62,73,53
1/15/1997,63,74,53
1/16/1997,71,82,
1/17/1997,75,83,67
1/18/1997,68,73,
1/19/1997,64,75,53
1/20/1997,64,74,54
1/21/1997,64,75,55
1/22/1997,62,,59
1/23/1997,63,72,
1/24/1997,68,,54
1/25/1997,64,68,
1/26/1997,64,69,
1/27/1997,63,69,55
1/28/1997,62,69,54
1/29/1997,62,69,53
1/30/1997,63,73,55
1/31/1997,66,73,
2/1/1997,67,70,
2/2/1997,63,70,56
2/3/1997,64,71,55
2/4/1997,67,74,58
2/5/1997,68,,60
2/6/1997,67,82,
2/7/1997,66,72,58
2/8/1997,65,72,
2/9/1997,63,71,
2/10/1997,65,72,
2/11/1997,68,76,58
2/12/1997,69,75,64
2/13/1997,66,71,
2/14/1997,64,71,56
2/15/1997,66,73,
2/16/1997,65,72,57
2/17/1997,64,73,55
2/18/1997,65,74,
2/19/1997,70,83,58
2/20/1997,72,85,
2/21/1997,78,92,
2/22/1997,81,94,73
2/23/1997,79,93,
2/24/1997,71,80,
2/25/1997,68,76,
2/26/1997,68,81,58
2/27/1997,69,78,57
2/28/1997,67,72,
3/1/1997,65,71,
3/2/1997,66,74,54
3/3/1997,67,,56
3/4/1997,71,86,60
3/5/1997,77,91,67
3/6/1997,70,,
3/7/1997,71,79,61
3/8/1997,73,85,
3/9/1997,70,79,62
3/10/1997,72,80,66
3/11/1997,76,89,68
3/12/1997,78,,71
3/13/1997,75,84,
3/14/1997,69,73,
3/15/1997,70,77,63
3/16/1997,68,75,
3/17/1997,63,,
3/18/1997,68,74,
3/19/1997,70,75,
3/20/1997,69,74,62
3/21/1997,68,73,
3/22/1997,68,74,58
3/23/1997,71,77,63
3/24/1997,77,87,64
3/25/1997,75,87,
3/26/1997,73,82,67
3/27/1997,71,81,
3/28/1997,74,85,60
3/29/1997,71,,
3/30/1997,69,73,
3/31/1997,68,72,
4/1/1997,69,74,60
4/2/1997,69,,61
4/3/1997,69,79,61
4/4/1997,73,82,60
4/5/1997,80,94,
4/6/1997,81,91,
4/7/1997,80,93,71
4/8/1997,82,93,72
4/9/1997,80,91,69
4/10/1997,83,98,69
4/11/1997,74,79,
4/12/1997,71,75,67
4/13/1997,72,79,63
4/14/1997,71,79,61
4/15/1997,72,87,61
4/16/1997,78,89,66
4/17/1997,80,93,68
4/18/1997,82,93,72
4/19/1997,83,93,
4/20/1997,79,92,67
4/21/1997,76,81,
4/22/1997,76,85,67
4/23/1997,71,75,
4/24/1997,74,84,63
4/25/1997,75,,67
4/26/1997,77,86,67
4/27/1997,78,87,69
4/28/1997,81,91,68
4/29/1997,84,97,71
4/30/1997,78,90,70
5/1/1997,82,93,71
5/2/1997,81,92,69
5/3/1997,80,87,71
5/4/1997,80,91,68
5/5/1997,85,99,73
5/6/1997,80,86,
5/7/1997,78,88,69
5/8/1997,79,87,69
5/9/1997,79,88,69
5/10/1997,80,91,69
5/11/1997,80,92,67
5/12/1997,83,97,
5/13/1997,88,103,
5/14/1997,87,105,72
5/15/1997,85,100,73
5/16/1997,86,,
5/17/1997,85,94,75
5/18/1997,89,,75
5/19/1997,87,98,77
5/20/1997,88,101,77
5/21/1997,84,95,72
5/22/1997,86,98,
5/23/1997,89,105,
5/24/1997,91,103,77
5/25/1997,90,101,
5/26/1997,88,98,76
5/27/1997,89,97,78
5/28/1997,92,104,77
5/29/1997,92,105,78
5/30/1997,89,98,79
5/31/1997,89,103,
6/1/1997,93,102,83
6/2/1997,91,101,82
6/3/1997,86,93,78
6/4/1997,85,91,76
6/5/1997,91,103,
6/6/1997,92,105,81
6/7/1997,91,104,
6/8/1997,89,101,77
6/9/1997,90,103,77
6/10/1997,94,108,81
6/11/1997,95,,81
6/12/1997,96,109,83
6/13/1997,95,108,83
6/14/1997,94,109,81
6/15/1997,92,101,82
6/16/1997,96,114,82
6/17/1997,94,103,
6/18/1997,94,104,84
6/19/1997,91,99,82
6/20/1997,89,97,82
6/21/1997,94,106,82
6/22/1997,93,103,87
6/23/1997,92,99,86
6/24/1997,90,98,
6/25/1997,91,98,
6/26/1997,93,,83
6/27/1997,94,109,83
6/28/1997,94,107,85
6/29/1997,97,,
6/30/1997,96,,
7/1/1997,91,102,83
7/2/1997,92,101,83
7/3/1997,92,105,83
7/4/1997,91,100,82
7/5/1997,90,99,82
7/6/1997,93,104,81
7/7/1997,91,105,
7/8/1997,93,106,83
7/9/1997,92,101,84
7/10/1997,92,99,83
7/11/1997,93,100,
7/12/1997,92,99,
7/13/1997,93,105,83
7/14/1997,92,,82
7/15/1997,91,106,82
7/16/1997,92,108,83
7/17/1997,92,99,85
7/18/1997,91,98,
7/19/1997,92,99,86
7/20/1997,95,105,86
7/21/1997,98,110,
7/22/1997,98,110,
7/23/1997,97,109,
7/24/1997,96,105,
7/25/1997,94,102,
7/26/1997,95,103,70
7/27/1997,97,108,91
7/28/1997,98,110,91
7/29/1997,94,100,91
7/30/1997,93,100,87
7/31/1997,93,99,87
8/1/1997,94,103,89
8/2/1997,94,105,86
8/3/1997,94,102,
8/4/1997,93,,85
8/5/1997,94,106,85
8/6/1997,92,100,86
8/7/1997,92,97,86
8/8/1997,93,100,
8/9/1997,97,110,88
8/10/1997,98,,
8/11/1997,94,,
8/12/1997,92,101,85
8/13/1997,93,,86
8/14/1997,93,103,87
8/15/1997,94,107,88
8/16/1997,95,107,87
8/17/1997,95,107,89
8/18/1997,92,99,
8/19/1997,91,100,
8/20/1997,90,99,80
8/21/1997,92,103,79
8/22/1997,93,,87
8/23/1997,91,,85
8/24/1997,90,98,
8/25/1997,92,99,83
8/26/1997,95,,
8/27/1997,92,100,85
8/28/1997,92,100,80
8/29/1997,93,107,83
8/30/1997,94,108,85
8/31/1997,94,107,83
9/1/1997,93,106,85
9/2/1997,93,107,79
9/3/1997,96,109,81
9/4/1997,94,107,81
9/5/1997,90,99,81
9/6/1997,92,,
9/7/1997,93,,
9/8/1997,91,97,
9/9/1997,92,106,
9/10/1997,94,,83
9/11/1997,92,103,84
9/12/1997,95,106,
9/13/1997,94,,85
9/14/1997,91,,
9/15/1997,89,,
9/16/1997,89,,
9/17/1997,92,,80
9/18/1997,92,103,
9/19/1997,93,102,82
9/20/1997,93,107,81
9/21/1997,92,106,82
9/22/1997,91,105,81
9/23/1997,90,105,79
9/24/1997,89,101,77
9/25/1997,88,,79
9/26/1997,89,101,82
9/27/1997,89,,
9/28/1997,90,101,
9/29/1997,90,105,62
9/30/1997,92,,82
10/1/1997,90,,
10/2/1997,90,,
10/3/1997,90,,
10/4/1997,89,,
10/5/1997,90,,
10/6/1997,91,,81
10/7/1997,92,,
10/8/1997,91,,
10/9/1997,88,,
10/10/1997,87,,78
10/11/1997,89,,80
10/12/1997,89,,
10/13/1997,88,97,79
10/14/1997,88,96,78
10/15/1997,87,94,69
10/16/1997,87,95,
10/17/1997,87,100,76
10/18/1997,84,97,
10/19/1997,85,96,
10/20/1997,85,96,74
10/21/1997,86,,74
10/22/1997,86,94,75
10/23/1997,85,,77
10/24/1997,84,,
10/25/1997,83,,74
10/26/1997,81,90,74
10/27/1997,81,89,73
10/28/1997,81,89,73
10/29/1997,82,90,76
10/30/1997,81,91,74
10/31/1997,74,88,
11/1/1997,77,,68
11/2/1997,78,87,70
11/3/1997,80,89,71
11/4/1997,82,89,74
11/5/1997,82,89,73
11/6/1997,81,89,74
11/7/1997,83,88,75
11/8/1997,83,90,
11/9/1997,83,,75
11/10/1997,81,91,73
11/11/1997,82,91,74
11/12/1997,80,,
11/13/1997,80,84,
11/14/1997,78,83,
11/15/1997,76,,69
11/16/1997,75,81,68
11/17/1997,74,80,68
11/18/1997,74,81,
11/19/1997,75,81,67
11/20/1997,72,77,67
11/21/1997,73,,65
11/22/1997,73,81,65
11/23/1997,71,77,
11/24/1997,69,,60
11/25/1997,70,77,62
11/26/1997,72,82,60
11/27/1997,72,81,
11/28/1997,72,81,65
11/29/1997,71,80,63
11/30/1997,73,81,
12/1/1997,76,,67
12/2/1997,74,81,
12/3/1997,72,,
12/4/1997,72,81,
12/5/1997,67,,
12/6/1997,71,77,62
12/7/1997,70,78,
12/8/1997,70,78,62
12/9/1997,69,78,61
12/10/1997,72,,62
12/11/1997,74,82,67
12/12/1997,72,79,64
12/13/1997,70,78,60
12/14/1997,71,79,62
12/15/1997,70,74,
12/16/1997,67,79,59
12/17/1997,70,78,
12/18/1997,68,77,62
12/19/1997,68,,61
12/20/1997,69,79,59
12/21/1997,72,,64
12/22/1997,70,74,
12/23/1997,66,,59
12/24/1997,67,74,60
12/25/1997,68,76,58
12/26/1997,70,76,
12/27/1997,70,76,
12/28/1997,68,,58
12/29/1997,71,79,
12/30/1997,70,77,61
12/31/1997,71,78,
1/1/1998,70,78,64
1/2/1998,74,,60
1/3/1998,67,,62
1/4/1998,73,,
1/5/1998,71,,
1/6/1998,71,79,
1/7/1998,66,70,64
1/8/1998,66,71,60
1/9/1998,66,,59
1/10/1998,66,68,63
1/11/1998,64,69,
1/12/1998,64,71,55
1/13/1998,62,,
1/14/1998,62,65,
1/15/1998,63,66,57
1/16/1998,64,,
1/17/1998,62,,
1/18/1998,62,70,
1/19/1998,61,69,53
1/20/1998,63,,54
1/21/1998,66,,
1/22/1998,66,71,
1/23/1998,65,72,54
1/24/1998,67,79,
1/25/1998,69,79,
1/26/1998,68,75,
1/27/1998,68,74,
1/28/1998,67,74,59
1/29/1998,71,,66
1/30/1998,69,,
1/31/1998,68,75,61
2/1/1998,67,,57
2/2/1998,70,79,60
2/3/1998,71,80,
2/4/1998,70,79,63
2/5/1998,71,77,62
2/6/1998,69,80,
2/7/1998,71,,59
2/8/1998,76,,64
2/9/1998,75,87,67
2/10/1998,73,,67
2/11/1998,74,84,66
2/12/1998,73,,
2/13/1998,66,71,
2/14/1998,65,,
2/15/1998,63,71,
2/16/1998,65,74,53
2/17/1998,64,69,
2/18/1998,62,71,55
2/19/1998,65,,55
2/20/1998,72,85,59
2/21/1998,73,,66
2/22/1998,70,,
2/23/1998,66,74,
2/24/1998,65,73,54
2/25/1998,65,77,
2/26/1998,69,,58
2/27/1998,67,74,60
2/28/1998,68,76,60
3/1/1998,76,,67
3/2/1998,67,72,
3/3/1998,68,,64
3/4/1998,68,,
3/5/1998,65,73,
3/6/1998,68,74,55
3/7/1998,70,76,64
3/8/1998,71,79,
3/9/1998,71,76,
3/10/1998,69,,67
3/11/1998,68,,
3/12/1998,68,76,
3/13/1998,67,76,59
3/14/1998,69,,59
3/15/1998,72,,
3/16/1998,73,,62
3/17/1998,80,95,67
3/18/1998,84,98,76
3/19/1998,82,96,
3/20/1998,77,88,67
3/21/1998,76,82,
3/22/1998,74,82,
3/23/1998,72,81,63
3/24/1998,76,91,64
3/25/1998,80,89,69
3/26/1998,86,98,76
3/27/1998,89,104,79
3/28/1998,86,,73
3/29/1998,90,106,74
3/30/1998,79,106,
3/31/1998,80,95,68
4/1/1998,83,99,70
4/2/1998,82,,
4/3/1998,84,94,73
4/4/1998,87,100,
4/5/1998,88,108,
4/6/1998,76,82,
4/7/1998,74,80,
4/8/1998,73,84,63
4/9/1998,76,85,
4/10/1998,73,82,63
4/11/1998,75,83,64
4/12/1998,78,86,64
4/13/1998,78,94,66
4/14/1998,77,90,65
4/15/1998,76,86,
4/16/1998,81,94,66
4/17/1998,81,94,
4/18/1998,89,104,70
4/19/1998,89,103,75
4/20/1998,89,103,75
4/21/1998,92,108,81
4/22/1998,90,103,
4/23/1998,94,,84
4/24/1998,87,96,
4/25/1998,80,87,
4/26/1998,79,87,67
4/27/1998,79,85,67
4/28/1998,82,89,74
4/29/1998,83,92,
4/30/1998,83,90,74
5/1/1998,83,92,72
5/2/1998,81,91,73
5/3/1998,79,89,
5/4/1998,79,92,69
5/5/1998,79,,
5/6/1998,79,87,67
5/7/1998,83,,72
5/8/1998,84,101,71
5/9/1998,85,102,72
5/10/1998,89,109,73
5/11/1998,93,107,74
5/12/1998,90,107,79
5/13/1998,91,105,76
5/14/1998,93,110,
5/15/1998,94,110,
5/16/1998,96,108,82
5/17/1998,92,,82
5/18/1998,88,98,
5/19/1998,88,96,76
5/20/1998,92,105,78
5/21/1998,94,108,82
5/22/1998,92,105,78
5/23/1998,94,105,80
5/24/1998,97,110,80
5/25/1998,93,,82
5/26/1998,93,108,80
5/27/1998,94,108,82
5/28/1998,97,113,81
5/29/1998,94,111,83
5/30/1998,96,,82
5/31/1998,93,107,
6/1/1998,89,98,78
6/2/1998,93,105,
6/3/1998,94,,82
6/4/1998,93,104,82
6/5/1998,96,107,84
6/6/1998,94,,
6/7/1998,94,107,83
6/8/1998,95,108,83
6/9/1998,93,102,84
6/10/1998,91,100,81
6/11/1998,92,106,
6/12/1998,96,106,
6/13/1998,95,111,
6/14/1998,92,103,
6/15/1998,93,108,
6/16/1998,96,106,85
6/17/1998,97,110,86
6/18/1998,97,112,85
6/19/1998,96,107,85
6/20/1998,96,108,84
6/21/1998,95,110,
6/22/1998,93,108,82
6/23/1998,96,114,83
6/24/1998,98,115,85
6/25/1998,96,,85
6/26/1998,94,107,84
6/27/1998,93,,81
6/28/1998,94,109,83
6/29/1998,95,114,82
6/30/1998,94,103,86
7/1/1998,93,101,84
7/2/1998,93,101,
7/3/1998,94,102,84
7/4/1998,97,113,88
7/5/1998,97,109,91
7/6/1998,97,106,
7/7/1998,95,104,85
7/8/1998,96,,85
7/9/1998,94,100,
7/10/1998,91,100,83
7/11/1998,92,99,83
7/12/1998,92,104,
7/13/1998,95,106,87
7/14/1998,103,,90
7/15/1998,101,112,74
7/16/1998,99,111,92
7/17/1998,100,110,91
7/18/1998,101,114,90
7/19/1998,101,112,92
7/20/1998,99,112,
7/21/1998,101,115,
7/22/1998,96,108,89
7/23/1998,95,107,89
7/24/1998,97,107,
7/25/1998,99,111,88
7/26/1998,102,,91
7/27/1998,103,114,93
7/28/1998,103,113,
7/29/1998,101,113,92
7/30/1998,98,114,89
7/31/1998,100,,89
8/1/1998,100,111,93
8/2/1998,98,105,
8/3/1998,98,107,
8/4/1998,99,110,93
8/5/1998,100,110,
8/6/1998,98,112,
8/7/1998,97,107,87
8/8/1998,100,111,89
8/9/1998,102,113,
8/10/1998,101,114,90
8/11/1998,99,114,90
8/12/1998,98,113,
8/13/1998,99,114,
8/14/1998,102,,89
8/15/1998,104,113,91
8/16/1998,99,,
8/17/1998,99,110,91
8/18/1998,99,111,
8/19/1998,97,109,
8/20/1998,98,109,87
8/21/1998,98,112,89
8/22/1998,99,114,
8/23/1998,95,106,
8/24/1998,92,103,
8/25/1998,91,99,84
8/26/1998,93,103,
8/27/1998,95,104,87
8/28/1998,96,110,87
8/29/1998,96,108,
8/30/1998,95,109,
8/31/1998,93,100,84
9/1/1998,97,109,85
9/2/1998,97,112,86
9/3/1998,95,110,
9/4/1998,95,109,
9/5/1998,94,106,86
9/6/1998,93,,85
9/7/1998,93,102,84
9/8/1998,93,104,
9/9/1998,92,,
9/10/1998,91,101,
9/11/1998,92,103,
9/12/1998,91,103,83
9/13/1998,94,106,
9/14/1998,94,109,85
9/15/1998,94,,83
9/16/1998,92,101,84
9/17/1998,92,101,
9/18/1998,90,98,78
9/19/1998,92,,83
9/20/1998,93,108,82
9/21/1998,91,102,78
9/22/1998,90,101,81
9/23/1998,90,101,79
9/24/1998,91,107,80
9/25/1998,91,106,79
9/26/1998,91,104,78
9/27/1998,88,,
9/28/1998,91,107,80
9/29/1998,91,102,83
9/30/1998,92,103,83
10/1/1998,93,107,
10/2/1998,92,107,
10/3/1998,90,103,81
10/4/1998,90,99,82
10/5/1998,92,101,84
10/6/1998,92,104,83
10/7/1998,90,98,82
10/8/1998,90,102,80
10/9/1998,90,102,78
10/10/1998,92,105,80
10/11/1998,93,106,80
10/12/1998,91,103,82
10/13/1998,91,103,78
10/14/1998,87,99,79
10/15/1998,89,100,78
10/16/1998,86,99,74
10/17/1998,86,93,77
10/18/1998,85,96,75
10/19/1998,85,94,75
10/20/1998,85,94,
10/21/1998,85,,76
10/22/1998,85,93,
10/23/1998,84,93,76
10/24/1998,84,93,74
10/25/1998,85,,
10/26/1998,83,92,74
10/27/1998,82,91,72
10/28/1998,84,94,74
10/29/1998,82,91,74
10/30/1998,82,92,73
10/31/1998,83,92,
11/1/1998,83,,73
11/2/1998,81,90,73
11/3/1998,80,89,72
11/4/1998,80,91,70
11/5/1998,81,91,71
11/6/1998,81,90,71
11/7/1998,79,89,70
11/8/1998,80,,70
11/9/1998,80,89,72
11/10/1998,80,89,71
11/11/1998,80,91,70
11/12/1998,80,92,69
11/13/1998,79,88,69
11/14/1998,78,88,71
11/15/1998,80,,68
11/16/1998,78,89,66
11/17/1998,78,,68
11/18/1998,79,87,70
11/19/1998,78,,70
11/20/1998,78,88,66
11/21/1998,78,,67
11/22/1998,78,90,64
11/23/1998,76,85,
11/24/1998,74,83,67
11/25/1998,76,86,65
11/26/1998,76,85,67
11/27/1998,74,84,65
11/28/1998,75,86,64
11/29/1998,74,,63
11/30/1998,74,87,63
12/1/1998,73,,61
12/2/1998,72,83,63
12/3/1998,73,,64
12/4/1998,74,84,67
12/5/1998,76,83,65
12/6/1998,75,,66
12/7/1998,73,83,
12/8/1998,72,87,
12/9/1998,71,84,
12/10/1998,72,90,57
12/11/1998,71,84,
12/12/1998,71,81,
12/13/1998,72,,62
12/14/1998,71,,61
12/15/1998,72,87,59
12/16/1998,73,86,
12/17/1998,78,,
12/18/1998,79,,
12/19/1998,78,,75
12/20/1998,76,82,
12/21/1998,74,83,
12/22/1998,73,83,63
12/23/1998,73,82,66
12/24/1998,73,82,
12/25/1998,73,82,63
12/26/1998,71,80,60
12/27/1998,72,,63
12/28/1998,72,,63
12/29/1998,71,82,
12/30/1998,70,80,60
12/31/1998,72,80,63
1/1/1999,72,81,63
1/2/1999,71,79,60
1/3/1999,68,79,
1/4/1999,67,,
1/5/1999,64,75,54
1/6/1999,64,75,52
1/7/1999,67,77,55
1/8/1999,69,81,60
1/9/1999,71,82,62
1/11/1999,69,76,60
1/12/1999,68,77,
1/13/1999,71,81,60
1/14/1999,72,81,62
1/15/1999,72,81,
1/16/1999,71,78,65
1/17/1999,72,83,63
1/18/1999,76,85,
1/19/1999,71,76,
1/20/1999,68,76,
1/21/1999,69,76,58
1/22/1999,67,73,
1/23/1999,64,74,53
1/24/1999,66,78,55
1/25/1999,69,77,
1/26/1999,69,75,
1/27/1999,67,76,57
1/28/1999,66,,
1/29/1999,65,76,43
1/30/1999,68,,60
1/31/1999,69,80,
2/1/1999,69,82,58
2/2/1999,71,,57
2/3/1999,70,82,61
2/4/1999,71,81,60
2/5/1999,77,86,66
2/6/1999,76,86,71
2/7/1999,71,76,
2/8/1999,70,,61
2/9/1999,72,,63
2/10/1999,74,,
2/11/1999,71,81,63
2/12/1999,72,82,65
2/13/1999,67,,
2/14/1999,69,76,62
2/15/1999,70,76,64
2/16/1999,70,77,61
2/17/1999,71,79,64
2/18/1999,71,79,
2/19/1999,73,84,63
2/20/1999,76,,65
2/21/1999,79,90,72
2/22/1999,73,81,
2/23/1999,72,79,66
2/24/1999,73,82,64
2/25/1999,75,89,65
2/26/1999,76,,69
2/27/1999,82,96,70
2/28/1999,81,97,
3/1/1999,85,98,75
3/2/1999,76,85,
3/3/1999,70,77,
3/4/1999,70,78,59
3/5/1999,67,74,
3/6/1999,67,74,
3/7/1999,67,76,
3/8/1999,71,81,58
3/9/1999,72,,
3/10/1999,69,78,
3/11/1999,69,77,59
3/12/1999,72,85,60
3/13/1999,77,,61
3/14/1999,74,,
3/15/1999,71,,
3/16/1999,69,,
3/17/1999,71,,
3/18/1999,72,,
3/19/1999,69,,
3/20/1999,68,,
3/21/1999,74,,
3/22/1999,79,,
3/23/1999,78,,
3/24/1999,75,,
3/25/1999,74,,
3/26/1999,79,,
3/27/1999,86,105,
3/28/1999,79,,
3/29/1999,75,,
3/30/1999,75,,
3/31/1999,75,,
4/1/1999,77,,
4/2/1999,81,,
4/3/1999,87,,
4/4/1999,88,,
4/5/1999,87,103,
4/6/1999,88,,76
4/7/1999,91,108,78
4/8/1999,92,110,79
4/9/1999,82,89,
4/10/1999,78,84,
4/11/1999,77,83,
4/12/1999,74,83,
4/13/1999,75,84,64
4/14/1999,84,98,67
4/15/1999,78,88,69
4/16/1999,75,85,66
4/17/1999,76,85,64
4/18/1999,79,91,65
4/19/1999,81,,71
4/20/1999,77,84,69
4/21/1999,78,89,65
4/22/1999,83,101,
4/23/1999,86,103,72
4/24/1999,86,,74
4/25/1999,86,101,74
4/26/1999,86,97,
4/27/1999,88,101,75
4/28/1999,89,106,
4/29/1999,90,109,
4/30/1999,88,101,75
5/1/1999,86,,
5/2/1999,83,92,
5/3/1999,84,,73
5/4/1999,84,92,
5/5/1999,83,,71
5/6/1999,84,96,
5/7/1999,87,102,76
5/8/1999,89,103,75
5/9/1999,87,101,76
5/10/1999,88,,72
5/11/1999,92,,
5/12/1999,88,99,
5/13/1999,95,109,79
5/14/1999,92,,78
5/15/1999,88,,
5/16/1999,87,96,77
5/17/1999,87,97,59
5/18/1999,85,101,76
5/19/1999,87,,
5/20/1999,86,,
5/21/1999,87,101,75
5/22/1999,83,91,
5/23/1999,86,,
5/24/1999,87,96,77
5/25/1999,92,108,
5/26/1999,92,106,81
5/27/1999,92,110,78
5/28/1999,90,104,80
5/29/1999,91,104,78
5/30/1999,95,109,80
5/31/1999,96,113,83
6/1/1999,94,108,81
6/2/1999,97,113,80
6/3/1999,97,,
6/4/1999,94,106,82
6/5/1999,94,105,80
6/6/1999,91,100,
6/7/1999,92,105,82
6/8/1999,92,105,
6/9/1999,91,104,77
6/10/1999,94,104,81
6/11/1999,94,108,82
6/12/1999,96,114,81
6/13/1999,96,116,83
6/14/1999,92,104,
6/15/1999,93,107,82
6/16/1999,92,107,
6/17/1999,93,106,
6/18/1999,97,,89
6/19/1999,93,104,
6/20/1999,93,106,84
6/21/1999,93,103,
6/22/1999,95,108,
6/23/1999,93,106,81
6/24/1999,92,102,82
6/25/1999,92,105,82
6/26/1999,92,101,
6/27/1999,94,104,83
6/28/1999,98,111,88
6/29/1999,98,104,89
6/30/1999,98,109,89
7/1/1999,94,103,85
7/2/1999,94,104,84
7/3/1999,96,109,82
7/4/1999,94,106,
7/5/1999,90,97,86
7/6/1999,93,105,
7/7/1999,96,107,88
7/8/1999,92,98,87
7/9/1999,94,103,88
7/10/1999,95,103,89
7/11/1999,95,105,
7/12/1999,95,108,86
7/13/1999,98,110,85
7/14/1999,97,108,90
7/15/1999,100,,91
7/16/1999,95,105,
7/17/1999,94,,87
7/18/1999,94,107,86
7/19/1999,96,109,69
7/20/1999,94,108,
7/21/1999,102,116,89
7/22/1999,97,109,88
7/23/1999,97,107,89
7/24/1999,94,103,
7/25/1999,94,99,87
7/26/1999,93,101,85
7/27/1999,93,104,85
7/28/1999,93,104,
7/29/1999,96,107,83
7/30/1999,97,114,85
7/31/1999,98,107,
8/1/1999,99,,88
8/2/1999,96,108,87
8/3/1999,97,111,
8/4/1999,100,114,86
8/5/1999,100,113,
8/6/1999,101,,87
8/7/1999,99,115,88
8/8/1999,101,116,88
8/9/1999,101,117,89
8/10/1999,99,,91
8/11/1999,95,107,
8/12/1999,94,,89
8/13/1999,98,112,
8/14/1999,100,114,87
8/15/1999,99,117,
8/16/1999,101,116,91
8/17/1999,100,113,91
8/18/1999,100,,91
8/19/1999,98,106,90
8/20/1999,96,102,89
8/21/1999,98,111,87
8/22/1999,98,114,
8/23/1999,96,110,87
8/24/1999,94,,88
8/25/1999,93,101,85
8/26/1999,93,102,
8/27/1999,94,109,88
8/28/1999,94,,85
8/29/1999,93,105,85
8/30/1999,94,106,85
8/31/1999,93,106,83
9/1/1999,94,104,
9/2/1999,95,103,84
9/3/1999,95,103,86
9/4/1999,94,110,
9/5/1999,94,104,86
9/6/1999,94,109,85
9/7/1999,93,108,83
9/8/1999,93,,86
9/9/1999,90,99,
9/10/1999,91,101,
9/11/1999,93,108,84
9/12/1999,92,106,85
9/13/1999,89,101,
9/14/1999,88,95,79
9/15/1999,88,96,80
9/16/1999,89,99,
9/17/1999,90,101,83
9/18/1999,89,99,
9/19/1999,89,102,80
9/20/1999,91,102,83
9/21/1999,90,100,83
9/22/1999,89,99,82
9/23/1999,90,98,
9/24/1999,90,,83
9/25/1999,90,101,84
9/26/1999,90,100,84
9/27/1999,90,99,84
9/28/1999,90,100,83
9/29/1999,88,,
9/30/1999,92,100,81
10/1/1999,91,103,80
10/2/1999,89,103,76
10/3/1999,88,104,75
10/4/1999,86,100,75
10/5/1999,87,100,74
10/6/1999,85,99,74
10/7/1999,87,101,74
10/8/1999,85,94,76
10/9/1999,84,,
10/10/1999,85,99,75
10/11/1999,86,93,75
10/12/1999,87,,
10/13/1999,86,101,74
10/14/1999,86,,75
10/15/1999,85,98,75
10/16/1999,86,98,
10/17/1999,86,95,76
10/18/1999,85,94,76
10/19/1999,85,94,76
10/20/1999,83,91,
10/21/1999,85,93,77
10/22/1999,85,93,76
10/23/1999,83,92,74
10/24/1999,83,,
10/25/1999,83,90,74
10/26/1999,83,94,72
10/27/1999,87,100,74
10/28/1999,84,97,
10/29/1999,84,97,
10/30/1999,83,,
10/31/1999,84,,74
11/1/1999,83,92,
11/2/1999,83,91,73
11/3/1999,85,92,75
11/4/1999,84,90,
11/5/1999,80,,70
11/6/1999,81,91,71
11/7/1999,81,,69
11/8/1999,81,,
11/9/1999,81,,
11/10/1999,81,,
11/11/1999,81,,
11/12/1999,82,,
11/13/1999,80,,
11/14/1999,80,,
11/15/1999,77,,
11/16/1999,80,,
11/17/1999,80,,
11/18/1999,76,,
11/19/1999,76,,
11/20/1999,77,,
11/21/1999,76,,
11/22/1999,77,,
11/23/1999,76,,
11/24/1999,76,,
11/25/1999,76,,
11/26/1999,75,,
11/27/1999,75,,
11/28/1999,75,,
11/29/1999,75,,
11/30/1999,72,,
12/1/1999,71,,
12/2/1999,75,,
12/3/1999,74,,
12/4/1999,72,,
12/5/1999,69,,
12/6/1999,72,,
12/7/1999,73,,
12/8/1999,71,,
12/9/1999,70,,
12/10/1999,73,,
12/11/1999,74,,
12/12/1999,73,,
12/13/1999,72,77,
12/14/1999,69,78,
12/15/1999,68,76,59
12/16/1999,73,,
12/17/1999,72,78,
12/18/1999,69,,
12/19/1999,70,81,60
12/20/1999,69,79,
12/21/1999,68,78,56
12/22/1999,68,81,54
12/23/1999,67,,
12/24/1999,67,81,54
12/25/1999,67,79,
12/26/1999,69,,
12/27/1999,67,76,
12/28/1999,67,77,57
12/29/1999,67,78,
12/30/1999,67,76,58
12/31/1999,66,75,57
1/1/2000,67,77,56
1/2/2000,68,77,57
1/3/2000,69,76,
1/4/2000,69,77,60
1/5/2000,70,80,60
1/6/2000,71,,59
1/7/2000,71,,61
1/8/2000,71,,
1/9/2000,69,,
1/10/2000,69,,
1/11/2000,69,,
1/12/2000,65,,
1/13/2000,65,,
1/14/2000,66,,
1/15/2000,64,,
1/16/2000,67,77,
1/17/2000,73,81,
1/18/2000,72,,
1/19/2000,72,83,
1/20/2000,69,,
1/21/2000,68,77,59
