Date,TAVG,TMAX,TMIN
11/5/1977,79,,
11/6/1977,78,,
11/7/1977,74,,
11/8/1977,78,,
11/9/1977,78,93,59
11/10/1977,76,,
11/11/1977,76,91,
11/12/1977,76,,
11/13/1977,77,95,63
11/14/1977,79,,
11/15/1977,71,,
11/16/1977,76,,
11/17/1977,70,75,
11/18/1977,70,,
11/19/1977,71,,
11/20/1977,73,82,
11/21/1977,69,,
11/22/1977,71,88,57
11/23/1977,72,,
11/24/1977,74,,
11/25/1977,73,,
11/26/1977,71,,59
11/27/1977,78,,
11/28/1977,70,86,
11/29/1977,68,,
11/30/1977,69,,
12/1/1977,69,84,54
12/2/1977,71,,55
12/3/1977,70,84,
12/4/1977,76,,
12/5/1977,68,86,
12/6/1977,66,,
12/7/1977,69,86,
12/8/1977,79,,
12/9/1977,73,,
12/10/1977,71,,
12/11/1977,68,,
12/12/1977,67,,
12/13/1977,67,84,
12/14/1977,66,,
12/15/1977,70,86,
12/16/1977,73,,
12/17/1977,69,86,
12/18/1977,74,,
12/19/1977,74,,
12/20/1977,71,,57
12/21/1977,69,88,
12/22/1977,72,88,
12/23/1977,69,86,
12/24/1977,73,,59
12/25/1977,69,81,
12/26/1977,68,,
12/27/1977,67,79,52
12/28/1977,65,79,
12/29/1977,65,,
12/30/1977,65,70,
12/31/1977,66,,
1/1/1978,62,75,
1/2/1978,65,77,
1/3/1978,67,,
1/4/1978,63,79,52
1/5/1978,69,81,
1/6/1978,67,81,
1/7/1978,67,,
1/8/1978,66,81,
1/9/1978,72,,
1/10/1978,74,,
1/13/1978,64,,
1/14/1978,66,,
1/15/1978,61,72,54
1/16/1978,63,73,
1/17/1978,61,75,
1/18/1978,59,,48
1/19/1978,65,73,
1/20/1978,64,77,50
1/21/1978,62,,
1/22/1978,64,77,54
1/23/1978,66,75,
1/24/1978,68,79,54
1/25/1978,65,,52
1/26/1978,68,,55
1/27/1978,66,73,57
1/28/1978,66,75,
1/29/1978,64,77,
1/30/1978,64,75,
1/31/1978,64,,
2/1/1978,60,,50
2/2/1978,60,,50
2/3/1978,59,82,48
2/4/1978,64,,
2/5/1978,63,79,48
2/6/1978,70,86,54
2/7/1978,68,86,
2/8/1978,71,86,57
2/9/1978,69,,57
2/10/1978,66,73,
2/11/1978,65,77,57
2/12/1978,65,,57
2/13/1978,63,73,
2/14/1978,62,73,
2/15/1978,63,75,54
2/16/1978,65,77,54
2/17/1978,64,77,54
2/18/1978,66,81,
2/19/1978,68,84,
2/20/1978,68,,54
2/21/1978,65,,55
2/22/1978,67,82,
2/23/1978,69,82,
2/24/1978,78,91,
2/25/1978,64,,
2/26/1978,62,,
2/27/1978,63,73,
2/28/1978,65,75,
3/1/1978,66,77,
3/2/1978,65,77,
3/3/1978,65,,55
3/4/1978,67,81,
3/5/1978,69,84,55
3/6/1978,73,91,57
3/7/1978,72,90,61
3/8/1978,69,82,
3/9/1978,66,79,
3/10/1978,68,79,
3/11/1978,65,84,57
3/12/1978,70,90,57
3/13/1978,77,,59
3/14/1978,73,90,63
3/15/1978,72,81,63
3/16/1978,67,,
3/17/1978,64,,55
3/18/1978,63,79,54
3/19/1978,68,,
3/20/1978,67,81,55
3/21/1978,71,,57
3/22/1978,68,,
3/23/1978,66,86,55
3/24/1978,69,86,55
3/25/1978,67,84,
3/26/1978,66,82,55
3/27/1978,68,86,55
3/28/1978,75,,55
3/29/1978,79,98,59
3/30/1978,86,104,61
3/31/1978,89,,66
4/1/1978,78,91,
4/2/1978,71,90,
4/3/1978,70,86,59
4/4/1978,71,86,57
4/5/1978,78,90,
4/6/1978,76,95,
4/7/1978,77,95,63
4/8/1978,75,90,63
4/9/1978,79,97,61
4/10/1978,80,97,
4/11/1978,85,104,64
4/12/1978,83,,
4/13/1978,83,106,
4/14/1978,85,100,66
4/15/1978,75,88,
4/16/1978,71,,63
4/17/1978,72,88,59
4/18/1978,81,95,59
4/19/1978,86,100,63
4/20/1978,83,97,70
4/21/1978,84,102,68
4/22/1978,81,97,70
4/23/1978,83,,70
4/24/1978,84,104,72
4/25/1978,88,108,70
4/26/1978,81,95,70
4/27/1978,79,88,68
4/28/1978,76,,63
4/29/1978,76,90,61
4/30/1978,73,90,59
5/1/1978,82,,
5/2/1978,77,91,63
5/3/1978,76,90,66
5/4/1978,74,,
5/5/1978,75,91,
5/6/1978,77,97,63
5/7/1978,86,102,
5/8/1978,83,100,
5/9/1978,82,100,68
5/10/1978,82,97,
5/11/1978,80,93,
5/12/1978,83,99,66
5/13/1978,87,104,
5/14/1978,84,108,64
5/15/1978,85,,
5/16/1978,86,106,66
5/17/1978,81,97,70
5/18/1978,83,99,
5/19/1978,86,106,70
5/20/1978,88,106,
5/21/1978,88,104,73
5/22/1978,88,109,
5/23/1978,90,106,66
5/24/1978,83,95,66
5/25/1978,86,97,68
5/26/1978,88,109,
5/27/1978,92,,63
5/28/1978,90,109,70
5/29/1978,85,100,75
5/30/1978,85,104,73
5/31/1978,89,109,
6/1/1978,92,,73
6/2/1978,90,113,79
6/3/1978,90,,
6/4/1978,85,100,
6/5/1978,86,106,
6/6/1978,90,111,68
6/7/1978,91,111,73
6/8/1978,87,,73
6/9/1978,98,118,
6/10/1978,95,120,79
6/11/1978,94,117,77
6/12/1978,93,113,
6/13/1978,88,,
6/14/1978,87,,73
6/15/1978,95,109,
6/16/1978,96,106,77
6/17/1978,98,113,
6/18/1978,91,,82
6/19/1978,97,109,
6/20/1978,94,113,
6/21/1978,92,108,
6/22/1978,90,,77
6/23/1978,89,104,75
6/24/1978,89,104,75
6/25/1978,88,,73
6/26/1978,87,102,77
6/27/1978,87,99,79
6/28/1978,86,102,77
6/29/1978,88,102,
6/30/1978,88,99,77
7/1/1978,90,104,77
7/2/1978,90,106,75
7/3/1978,93,106,77
7/4/1978,96,106,81
7/5/1978,96,108,88
7/6/1978,98,111,
7/7/1978,98,111,
7/8/1978,99,111,88
7/9/1978,94,,
7/10/1978,93,111,82
7/11/1978,95,,
7/12/1978,101,,
7/13/1978,98,113,
7/14/1978,95,106,
7/15/1978,94,108,
7/16/1978,93,104,
7/17/1978,96,109,
7/18/1978,93,,
7/19/1978,100,111,82
7/20/1978,102,109,84
7/21/1978,97,111,84
7/22/1978,98,109,86
7/23/1978,99,115,84
7/24/1978,96,113,82
7/25/1978,91,113,
7/26/1978,94,106,82
7/27/1978,98,113,
7/28/1978,97,115,
7/29/1978,95,115,82
7/30/1978,95,115,82
7/31/1978,98,113,84
8/1/1978,96,109,
8/2/1978,93,,
8/3/1978,91,108,
8/4/1978,95,,
8/5/1978,93,102,
8/6/1978,94,108,
8/7/1978,93,108,
8/8/1978,93,108,
8/9/1978,93,108,
8/10/1978,93,108,
8/11/1978,98,,
8/12/1978,96,113,
8/13/1978,98,111,
8/14/1978,96,,
8/15/1978,98,,
8/16/1978,94,,
8/17/1978,91,,
8/18/1978,92,,
8/19/1978,93,111,
8/20/1978,97,109,
8/21/1978,93,111,
8/22/1978,92,,
8/23/1978,93,109,
8/24/1978,91,106,
8/25/1978,92,104,
8/26/1978,88,102,
8/27/1978,89,102,
8/28/1978,94,108,
8/29/1978,93,,
8/30/1978,90,,
8/31/1978,88,109,
9/1/1978,89,104,
9/2/1978,91,106,
9/3/1978,91,106,
9/4/1978,90,106,
9/5/1978,91,102,
9/6/1978,90,106,
9/7/1978,89,104,
9/8/1978,89,102,
9/9/1978,88,100,
9/10/1978,90,106,
9/11/1978,91,106,
9/12/1978,89,108,
9/13/1978,88,100,
9/14/1978,87,97,
9/15/1978,87,,
9/16/1978,87,102,
9/17/1978,86,100,
9/18/1978,86,102,
9/19/1978,86,,
9/20/1978,85,100,
9/21/1978,82,102,
9/22/1978,86,,
9/23/1978,85,,
9/24/1978,86,,
9/25/1978,84,99,
9/26/1978,81,97,
9/27/1978,85,97,
9/28/1978,82,,
9/29/1978,87,,
9/30/1978,85,99,
10/1/1978,84,99,
10/2/1978,83,,
10/3/1978,83,,
10/4/1978,82,99,
10/5/1978,84,102,
10/6/1978,84,102,
10/7/1978,83,102,
10/8/1978,80,100,
10/9/1978,80,99,
10/10/1978,78,102,
10/11/1978,77,99,
10/12/1978,82,,
10/13/1978,82,100,
10/14/1978,78,99,
10/15/1978,85,97,
10/16/1978,79,,
10/17/1978,83,,
10/18/1978,79,97,
10/19/1978,83,95,
10/20/1978,82,,
10/21/1978,67,,
10/23/1978,78,95,
10/24/1978,78,93,
10/25/1978,81,95,
10/26/1978,76,,
10/27/1978,79,97,
10/28/1978,76,93,
10/29/1978,78,93,
10/30/1978,80,,
10/31/1978,79,97,
11/1/1978,81,,
11/2/1978,74,91,
11/3/1978,80,88,
11/4/1978,75,90,
11/5/1978,73,90,
11/6/1978,73,90,
11/7/1978,73,90,
11/8/1978,72,90,
11/9/1978,77,95,
11/10/1978,78,95,
11/11/1978,75,90,
11/12/1978,73,90,
11/13/1978,79,97,
11/14/1978,77,91,
11/15/1978,73,86,
11/16/1978,73,91,
11/17/1978,75,91,
11/18/1978,77,95,
11/19/1978,76,90,
11/20/1978,72,90,
11/21/1978,74,86,
11/22/1978,75,86,
11/23/1978,72,82,
11/24/1978,71,82,
11/25/1978,71,84,
11/26/1978,71,86,
11/27/1978,70,84,
11/28/1978,69,84,
11/29/1978,70,82,
11/30/1978,70,81,
12/1/1978,71,,
12/2/1978,70,88,
12/3/1978,78,86,
12/4/1978,73,88,
12/5/1978,73,88,
12/6/1978,71,,
12/7/1978,69,84,
12/8/1978,70,84,
12/9/1978,69,86,
12/10/1978,65,88,
12/11/1978,72,88,
12/12/1978,70,88,
12/13/1978,69,88,
12/14/1978,69,84,
12/15/1978,68,82,
12/16/1978,67,,
12/17/1978,70,79,59
12/18/1978,69,82,
12/19/1978,66,82,
12/20/1978,67,81,
12/21/1978,66,,
12/22/1978,65,81,
12/23/1978,66,79,
12/24/1978,66,81,
12/25/1978,65,81,
12/26/1978,64,84,
12/27/1978,67,82,
12/28/1978,64,,
12/29/1978,67,79,
12/30/1978,64,79,
12/31/1978,62,77,
1/1/1979,64,77,
1/2/1979,64,77,
1/3/1979,67,,
1/4/1979,65,81,
1/5/1979,67,79,
1/6/1979,69,,
1/7/1979,67,75,
1/8/1979,64,75,
1/9/1979,67,84,
1/10/1979,69,81,
1/11/1979,67,79,
1/12/1979,64,79,
1/13/1979,67,,
1/14/1979,60,77,
1/15/1979,59,77,
1/16/1979,65,81,
1/17/1979,66,84,
1/18/1979,64,82,
1/19/1979,63,77,
1/20/1979,66,73,
1/21/1979,69,84,
1/22/1979,69,84,
1/23/1979,74,,
1/24/1979,70,,
1/25/1979,62,79,
1/26/1979,59,73,
1/27/1979,62,73,
1/28/1979,62,73,
1/29/1979,62,77,
1/30/1979,58,75,
1/31/1979,60,73,
2/1/1979,63,75,
2/2/1979,61,75,
2/3/1979,60,77,
2/4/1979,62,,
2/5/1979,64,75,
2/6/1979,64,,
2/7/1979,64,77,
2/8/1979,67,86,
2/9/1979,72,86,
2/10/1979,74,90,
2/11/1979,72,86,
2/12/1979,67,84,
2/13/1979,68,81,
2/14/1979,67,,
2/15/1979,64,77,
2/16/1979,63,77,
2/17/1979,64,77,
2/18/1979,68,86,
2/19/1979,63,,
2/20/1979,63,81,
2/21/1979,65,84,
2/22/1979,67,,
2/23/1979,69,90,
2/24/1979,73,90,
2/25/1979,70,84,
2/26/1979,72,91,
2/27/1979,74,91,
2/28/1979,72,93,
3/1/1979,69,81,
3/2/1979,65,79,
3/3/1979,64,81,
3/4/1979,68,79,
3/5/1979,66,77,
3/6/1979,64,,
3/7/1979,64,79,
3/8/1979,69,86,
3/9/1979,74,88,
3/10/1979,75,88,
3/11/1979,75,88,
3/12/1979,71,,
3/13/1979,71,81,
3/14/1979,69,75,
3/15/1979,71,82,
3/16/1979,67,,
3/17/1979,68,81,
3/18/1979,68,79,
3/19/1979,69,79,
3/20/1979,69,84,
3/21/1979,72,86,
3/22/1979,74,,
3/23/1979,71,82,
3/24/1979,72,84,
3/25/1979,76,93,
3/26/1979,81,99,
3/27/1979,80,91,
3/28/1979,71,,
3/29/1979,70,77,
3/30/1979,68,79,
3/31/1979,70,82,
4/1/1979,73,,
4/2/1979,71,84,
4/3/1979,71,86,
4/4/1979,73,91,
4/5/1979,75,95,
4/6/1979,78,97,
4/7/1979,76,,
4/8/1979,80,104,
4/9/1979,79,100,
4/10/1979,80,100,
4/11/1979,83,102,
4/12/1979,80,102,
4/13/1979,84,100,
4/14/1979,77,100,
4/15/1979,78,106,
4/16/1979,87,102,
4/17/1979,77,91,
4/18/1979,74,88,
4/19/1979,76,97,
4/20/1979,79,99,
4/21/1979,78,95,
4/22/1979,83,102,
4/23/1979,82,,
4/24/1979,79,106,
4/25/1979,85,106,
4/26/1979,83,102,
4/27/1979,81,,
4/28/1979,76,88,
4/29/1979,76,88,
4/30/1979,75,88,
5/1/1979,72,88,
5/2/1979,76,93,
5/3/1979,83,100,
5/4/1979,87,106,
5/5/1979,85,104,
5/6/1979,83,99,
5/7/1979,84,97,
5/8/1979,82,99,
5/9/1979,79,91,
5/10/1979,80,93,
5/11/1979,81,95,
5/12/1979,78,102,
5/13/1979,78,,
5/14/1979,77,95,
5/15/1979,82,106,
5/16/1979,85,102,
5/17/1979,86,109,
5/18/1979,89,108,
5/19/1979,87,108,
5/20/1979,87,104,
5/21/1979,91,108,
5/22/1979,90,,
5/23/1979,92,108,
5/24/1979,92,108,
5/25/1979,91,108,
5/26/1979,89,100,
5/27/1979,92,108,
5/28/1979,97,111,
5/29/1979,94,109,
5/30/1979,90,113,
5/31/1979,87,106,
6/1/1979,87,106,
6/2/1979,90,104,
6/3/1979,91,113,
6/4/1979,97,113,
6/5/1979,95,,
6/6/1979,92,109,
6/7/1979,93,111,81
6/8/1979,98,115,
6/9/1979,97,118,
6/10/1979,96,115,
6/11/1979,92,111,
6/12/1979,91,109,
6/13/1979,92,104,
6/14/1979,94,115,
6/15/1979,94,113,
6/16/1979,99,115,
6/17/1979,92,106,
6/18/1979,91,102,
6/19/1979,94,,
6/20/1979,98,109,
6/21/1979,96,109,
6/22/1979,92,109,
6/23/1979,87,102,
6/24/1979,90,104,
6/25/1979,90,102,
6/26/1979,91,108,
6/27/1979,91,109,
6/28/1979,89,102,81
6/29/1979,91,104,
6/30/1979,92,109,
7/1/1979,92,111,
7/2/1979,91,111,
7/3/1979,92,104,
7/4/1979,88,102,
7/5/1979,87,102,
7/6/1979,88,100,
7/7/1979,90,104,
7/8/1979,90,,
7/9/1979,92,,
7/10/1979,85,108,
7/11/1979,94,111,
7/12/1979,92,109,
7/13/1979,91,,
7/14/1979,91,102,
7/15/1979,91,102,
7/16/1979,92,108,
7/17/1979,94,109,
7/18/1979,95,109,
7/19/1979,94,113,
7/20/1979,96,111,
7/21/1979,101,117,
7/22/1979,99,117,
7/23/1979,99,113,
7/24/1979,95,108,
7/25/1979,96,109,
7/26/1979,96,106,
7/27/1979,93,104,
7/28/1979,96,111,
7/29/1979,98,,
7/30/1979,97,113,
7/31/1979,98,111,
8/1/1979,94,109,
8/2/1979,94,109,
8/3/1979,94,,
8/4/1979,96,108,
8/5/1979,98,115,
8/6/1979,96,109,
8/7/1979,96,111,
8/8/1979,93,104,
8/9/1979,92,108,
8/10/1979,92,104,
8/11/1979,94,115,
8/12/1979,94,109,
8/13/1979,92,106,
8/14/1979,92,104,
8/15/1979,91,104,
8/16/1979,92,104,
8/17/1979,91,104,
8/18/1979,91,102,
8/19/1979,91,104,
8/20/1979,89,100,
8/21/1979,89,106,
8/22/1979,98,115,
8/23/1979,97,,
8/24/1979,96,113,
8/25/1979,91,108,
8/26/1979,93,108,
8/27/1979,90,106,
8/28/1979,94,108,
8/29/1979,93,109,
8/30/1979,91,106,
8/31/1979,89,104,
9/1/1979,88,104,
9/2/1979,89,106,
9/3/1979,87,100,
9/4/1979,90,109,
9/5/1979,88,108,
9/6/1979,91,109,
9/7/1979,90,,
9/8/1979,90,104,
9/9/1979,85,104,
9/10/1979,88,106,
9/11/1979,88,102,
9/12/1979,88,100,
9/13/1979,89,100,
9/14/1979,91,109,
9/15/1979,91,109,
9/16/1979,91,106,
9/17/1979,90,108,
9/18/1979,88,106,
9/19/1979,88,104,
9/20/1979,90,109,
9/21/1979,87,102,
9/22/1979,87,104,
9/23/1979,88,102,
9/24/1979,90,109,
9/25/1979,87,104,
9/26/1979,86,102,
9/27/1979,88,102,
9/28/1979,83,104,
9/29/1979,86,102,
9/30/1979,84,102,
10/1/1979,85,102,70
10/2/1979,83,102,
10/3/1979,87,106,
10/4/1979,85,104,
10/5/1979,82,102,
10/6/1979,85,99,
10/7/1979,85,100,
10/8/1979,84,102,
10/9/1979,81,102,
10/10/1979,87,102,
10/11/1979,86,104,
10/12/1979,85,102,
10/13/1979,84,102,
10/14/1979,83,102,
10/15/1979,86,102,
10/16/1979,83,,
10/17/1979,82,95,
10/18/1979,84,97,
10/19/1979,83,95,
10/20/1979,83,97,
10/21/1979,84,100,
10/22/1979,84,100,
10/23/1979,83,99,
10/24/1979,83,99,
10/25/1979,81,97,
10/26/1979,83,95,
10/27/1979,82,93,
10/28/1979,79,91,
10/29/1979,77,90,
10/30/1979,79,,
10/31/1979,79,93,
11/1/1979,78,93,
11/2/1979,78,91,
11/3/1979,76,91,
11/4/1979,77,88,
11/5/1979,74,88,
11/6/1979,78,93,
11/7/1979,81,93,
11/8/1979,79,95,
11/9/1979,76,93,
11/10/1979,76,91,
11/11/1979,81,99,
11/12/1979,80,95,
11/13/1979,73,91,
11/14/1979,76,,
11/15/1979,74,91,
11/16/1979,71,88,
11/17/1979,68,88,
11/18/1979,69,90,
11/19/1979,66,90,
11/20/1979,68,88,
11/21/1979,68,,
11/22/1979,65,86,
11/23/1979,67,,
11/24/1979,65,82,
11/25/1979,66,84,
11/26/1979,64,82,
11/27/1979,65,81,
11/28/1979,68,82,
11/29/1979,67,84,
11/30/1979,69,86,
12/1/1979,70,86,
12/2/1979,70,79,
12/3/1979,67,81,
12/4/1979,65,82,
12/5/1979,67,84,
12/6/1979,69,84,
12/7/1979,69,84,
12/8/1979,69,86,
12/9/1979,69,81,
12/10/1979,69,,
12/11/1979,66,77,
12/12/1979,66,81,
12/13/1979,68,84,
12/14/1979,70,82,
12/15/1979,72,86,
12/16/1979,70,73,
12/17/1979,65,75,
12/18/1979,67,77,
12/19/1979,65,79,
12/20/1979,67,77,
12/21/1979,67,73,
12/22/1979,64,75,
12/23/1979,65,75,
12/24/1979,65,72,
12/25/1979,62,75,
12/26/1979,61,79,
12/27/1979,67,73,
12/28/1979,66,73,
12/29/1979,66,75,
12/30/1979,67,73,
12/31/1979,65,,
1/1/1980,62,72,
1/2/1980,62,73,
1/3/1980,61,73,
1/4/1980,62,77,
1/5/1980,64,79,
1/6/1980,65,77,
1/7/1980,67,,
1/8/1980,65,73,
1/9/1980,64,75,
1/10/1980,63,73,
1/11/1980,63,70,
1/12/1980,64,75,
1/13/1980,65,77,
1/14/1980,67,79,
1/15/1980,66,73,
1/16/1980,62,73,
1/17/1980,63,73,
1/18/1980,61,72,
1/19/1980,61,70,
1/20/1980,62,,
1/21/1980,62,75,
1/22/1980,69,,
1/23/1980,69,84,
1/24/1980,70,79,
1/25/1980,65,72,
1/26/1980,65,72,
1/27/1980,64,,
1/28/1980,62,77,
1/29/1980,60,75,
1/30/1980,61,72,
1/31/1980,60,72,
2/1/1980,62,72,
2/2/1980,58,72,
2/3/1980,60,73,
2/4/1980,61,75,
2/5/1980,66,79,
2/6/1980,69,,
2/7/1980,69,77,
2/8/1980,68,84,
2/9/1980,68,,
2/10/1980,73,88,
2/11/1980,76,,
2/12/1980,62,70,
2/13/1980,63,72,
2/14/1980,62,73,
2/15/1980,63,,
2/16/1980,65,73,
2/17/1980,70,81,
2/18/1980,71,84,
2/19/1980,65,73,
2/20/1980,65,73,
2/21/1980,65,,
2/22/1980,68,79,
2/23/1980,72,88,
2/24/1980,76,90,
2/25/1980,78,90,
2/26/1980,69,79,
2/27/1980,71,81,
2/28/1980,71,86,
2/29/1980,72,90,63
3/1/1980,73,88,
3/2/1980,71,88,
3/3/1980,71,79,
3/4/1980,66,72,
3/5/1980,62,75,
3/6/1980,63,75,
3/7/1980,64,73,
3/8/1980,66,75,
3/9/1980,63,73,
3/10/1980,66,82,
3/11/1980,69,,
3/12/1980,74,91,
3/13/1980,72,90,
3/14/1980,75,88,
3/15/1980,77,91,
3/16/1980,76,95,
3/17/1980,74,88,
3/18/1980,76,88,
3/19/1980,75,88,
3/20/1980,69,77,
3/21/1980,70,86,
3/22/1980,75,90,
3/23/1980,73,90,
3/24/1980,75,91,
3/25/1980,74,93,
3/26/1980,75,97,
3/27/1980,78,,
3/28/1980,79,97,
3/29/1980,80,99,
3/30/1980,81,100,
3/31/1980,86,102,70
4/1/1980,80,102,
4/2/1980,82,100,
4/3/1980,81,104,
4/4/1980,90,109,
4/5/1980,83,106,
4/6/1980,77,95,
4/7/1980,76,93,
4/8/1980,80,100,
4/9/1980,81,100,
4/10/1980,79,93,
4/11/1980,79,95,
4/12/1980,83,100,
4/13/1980,86,104,
4/14/1980,86,106,
4/15/1980,88,102,
4/16/1980,87,106,
4/17/1980,75,84,
4/18/1980,73,82,
4/19/1980,75,88,
4/20/1980,72,88,
4/21/1980,77,97,
4/22/1980,81,102,
4/23/1980,84,104,
4/24/1980,85,106,
4/25/1980,85,108,
4/26/1980,85,108,
4/27/1980,86,102,
4/28/1980,86,104,
4/29/1980,85,106,
4/30/1980,89,108,
5/1/1980,90,,
5/2/1980,87,102,
5/3/1980,86,104,
5/4/1980,86,102,
5/5/1980,86,102,
5/6/1980,87,104,
5/7/1980,80,93,
5/8/1980,80,93,
5/9/1980,91,106,
5/10/1980,90,106,
5/11/1980,89,106,
5/12/1980,88,104,
5/13/1980,83,99,
5/14/1980,87,104,
5/15/1980,89,106,
5/16/1980,82,95,
5/17/1980,81,91,
5/18/1980,80,,
5/19/1980,80,93,
5/20/1980,82,106,
5/21/1980,82,108,
5/22/1980,89,109,
5/23/1980,84,106,
5/24/1980,85,106,
5/25/1980,81,106,
5/26/1980,91,109,
5/27/1980,90,108,
5/28/1980,87,111,
5/29/1980,90,,
5/30/1980,86,106,
5/31/1980,84,100,
6/1/1980,84,97,
6/2/1980,84,99,
6/3/1980,91,,
6/4/1980,92,,
6/5/1980,89,108,
6/6/1980,92,104,
6/7/1980,92,106,
6/8/1980,90,113,
6/9/1980,91,109,
6/10/1980,90,104,
6/11/1980,88,104,
6/12/1980,90,100,
6/13/1980,91,109,
6/14/1980,84,104,
6/15/1980,92,102,
6/16/1980,88,106,
6/17/1980,91,106,
6/18/1980,92,102,
6/19/1980,85,102,
6/20/1980,88,102,
6/21/1980,92,109,
6/22/1980,89,104,
6/23/1980,88,102,
6/24/1980,88,100,
6/25/1980,93,106,
6/26/1980,91,106,
6/27/1980,89,104,
6/28/1980,94,106,
6/29/1980,92,106,
6/30/1980,87,108,
7/1/1980,99,118,
7/2/1980,95,,
7/3/1980,89,106,
7/4/1980,92,109,
7/5/1980,94,117,
7/6/1980,98,118,
7/7/1980,91,111,
7/8/1980,89,102,
7/9/1980,90,104,
7/10/1980,90,113,
7/11/1980,97,115,
7/12/1980,95,113,
7/13/1980,91,106,
7/14/1980,95,,
7/15/1980,91,104,
7/16/1980,94,104,
7/17/1980,97,117,
7/18/1980,101,115,
7/19/1980,99,115,
7/20/1980,96,113,
7/21/1980,94,111,
7/22/1980,93,108,
7/23/1980,99,117,
7/24/1980,100,113,
7/25/1980,97,113,
7/26/1980,93,106,
7/27/1980,94,,
7/28/1980,97,111,
7/29/1980,97,113,
7/30/1980,97,109,
7/31/1980,94,106,
8/1/1980,93,108,
8/2/1980,93,108,
8/3/1980,94,109,
8/4/1980,97,111,
8/5/1980,98,115,
8/6/1980,94,106,
8/7/1980,92,,
8/8/1980,92,104,
8/9/1980,92,106,
8/10/1980,93,109,
8/11/1980,91,106,
8/12/1980,91,108,
8/13/1980,90,104,
8/14/1980,92,108,
8/15/1980,92,108,
8/16/1980,93,111,
8/17/1980,93,111,
8/18/1980,91,104,
8/19/1980,93,108,
8/20/1980,93,106,
8/21/1980,90,104,
8/22/1980,90,102,
8/23/1980,93,102,
8/24/1980,90,102,
8/25/1980,90,108,
8/26/1980,91,100,
8/27/1980,92,104,
8/28/1980,93,111,
8/29/1980,92,111,
8/30/1980,94,109,
8/31/1980,92,108,
9/1/1980,92,108,
9/2/1980,91,,
9/3/1980,91,,
9/4/1980,90,115,
9/5/1980,92,109,
9/6/1980,94,108,
9/7/1980,90,108,
9/8/1980,88,104,
9/9/1980,90,100,
9/10/1980,87,104,
9/11/1980,91,108,
9/12/1980,90,104,
9/13/1980,87,100,
9/14/1980,89,108,
9/15/1980,89,104,
9/16/1980,86,106,
9/17/1980,88,102,
9/18/1980,86,102,
9/19/1980,88,100,
9/20/1980,87,100,
9/21/1980,89,104,
9/22/1980,89,106,
9/23/1980,86,100,
9/24/1980,86,99,
9/25/1980,89,100,
9/26/1980,91,104,
9/27/1980,87,104,
9/28/1980,87,104,
9/29/1980,86,100,
9/30/1980,86,108,
10/1/1980,88,102,
10/2/1980,89,106,
10/3/1980,85,106,
10/4/1980,84,104,
10/5/1980,86,100,
10/6/1980,86,102,
10/7/1980,87,99,
10/8/1980,84,,
10/9/1980,84,99,
10/10/1980,85,97,
10/11/1980,81,97,
10/12/1980,80,99,
10/13/1980,83,100,
10/14/1980,83,95,
10/15/1980,83,95,
10/16/1980,81,95,
10/17/1980,81,93,
10/18/1980,80,95,
10/19/1980,82,97,
10/20/1980,80,91,
10/21/1980,81,97,
10/22/1980,82,,
10/23/1980,81,,
10/24/1980,76,93,
10/25/1980,77,95,
10/26/1980,76,91,
10/27/1980,81,91,
10/28/1980,81,90,
10/29/1980,77,88,
10/30/1980,79,90,
10/31/1980,78,90,
11/1/1980,77,91,
11/2/1980,77,88,
11/3/1980,79,93,
11/4/1980,78,,
11/5/1980,78,95,
11/6/1980,78,93,
11/7/1980,77,,
11/8/1980,75,91,
11/9/1980,77,91,
11/10/1980,73,90,
11/11/1980,74,90,
11/12/1980,72,90,
11/13/1980,75,88,
11/14/1980,76,90,
11/15/1980,76,90,
11/16/1980,76,88,
11/17/1980,75,90,
11/18/1980,74,,
11/19/1980,74,88,
11/20/1980,74,88,
11/21/1980,72,88,
11/22/1980,73,91,
11/23/1980,74,86,
11/24/1980,73,86,
11/25/1980,75,88,
11/26/1980,77,88,
11/27/1980,71,88,
11/28/1980,70,86,
11/29/1980,71,84,
11/30/1980,71,81,
12/1/1980,68,,
12/2/1980,69,84,
12/3/1980,70,84,
12/4/1980,71,84,
12/5/1980,70,82,
12/6/1980,67,81,
12/7/1980,65,82,
12/8/1980,68,,
12/9/1980,67,81,
12/10/1980,66,77,
12/11/1980,67,79,
12/12/1980,68,84,
12/13/1980,65,,
12/14/1980,63,81,
12/15/1980,65,81,
12/16/1980,69,81,
12/17/1980,71,86,
12/18/1980,73,82,
12/19/1980,69,75,
12/20/1980,67,75,
12/21/1980,61,75,
12/22/1980,62,77,
12/23/1980,61,77,
12/24/1980,65,77,
12/25/1980,66,77,
12/26/1980,65,81,
12/27/1980,66,81,
12/28/1980,65,79,
12/29/1980,65,77,
12/30/1980,63,75,
12/31/1980,64,81,
1/1/1981,68,,
1/2/1981,67,77,
1/3/1981,70,86,
1/4/1981,67,77,
1/5/1981,67,79,
1/6/1981,65,79,
1/7/1981,65,77,
1/8/1981,65,77,
1/9/1981,65,81,
1/10/1981,64,82,
1/11/1981,65,82,
1/12/1981,69,81,
1/13/1981,70,81,
1/14/1981,62,72,
1/15/1981,62,73,
1/16/1981,59,75,
1/17/1981,65,81,
1/18/1981,66,,
1/19/1981,63,,
