Date,Minimum,Maximum,Temperature,Average
9/18/1996,69.9,100.5,88.1,89
9/19/1996,77.2,102.3,90.9,90
9/20/1996,77,98.7,88.4,86
9/21/1996,77,97.1,86.1,83
9/22/1996,78.7,100.5,90.5,82
9/23/1996,82.9,100.5,91.4,87
9/24/1996,78.9,93.4,86.8,89
9/25/1996,74.5,94.2,84.5,87
9/26/1996,71.7,93.9,83.6,86
9/27/1996,68.1,98.7,86.3,85
9/28/1996,76.3,98.7,88.8,84
9/29/1996,73.5,99.3,88.6,85
9/30/1996,72.5,97.8,85.9,85
10/1/1996,76.2,96,86.1,85
10/2/1996,71.7,97,84.6,87
10/3/1996,75.2,100.5,87.6,86
10/4/1996,75.2,98.7,87.2,86
10/5/1996,73.1,98.7,85.7,87
10/6/1996,72.5,100.5,86.8,86
10/7/1996,72.5,98.9,87.1,86
10/8/1996,76.2,98.7,87.8,85
10/9/1996,75.3,100.5,88.7,85
10/10/1996,72.2,100.5,87.6,86
10/11/1996,72.5,100.5,87,81
10/12/1996,72.7,99.2,86.2,82
10/13/1996,70.9,98.7,86.9,80
10/14/1996,73.9,98.7,87.5,75
10/15/1996,72.7,95.1,83.5,72
10/16/1996,71.3,95.1,81.7,73
10/17/1996,71.6,93.4,82.1,73
10/18/1996,67.7,84.4,76.1,76
10/19/1996,64.6,86.3,74.2,77
10/20/1996,62.2,83.1,73.4,76
10/21/1996,57.3,86.1,74,76
10/22/1996,66.3,86.1,77.6,77
10/23/1996,64.5,89.7,78,76
10/24/1996,62.7,88,77.9,75
10/25/1996,64.4,89.7,78.2,74
10/26/1996,64.9,91.5,78.8,76
10/27/1996,64.1,89.9,77.8,69
10/28/1996,65.4,86.1,76.4,69
10/29/1996,64.4,87.9,76.9,73
10/30/1996,62.6,91.5,77.5,74
10/31/1996,62,78.2,69.3,74
11/1/1996,55.5,81.3,68.9,73
11/2/1996,58.6,89.7,73.4,73
11/3/1996,59.9,88,75.6,71
11/4/1996,62.6,86.7,75.2,70
11/5/1996,60.8,84.6,74.5,70
11/6/1996,59,87.2,74,67
11/7/1996,60.1,87.9,73.5,65
11/8/1996,59.2,82.5,71.6,63
11/9/1996,60.8,79,70.7,60
11/10/1996,57.2,78.9,68,60
11/11/1996,59,77.3,67.3,69
11/12/1996,51.9,77.6,64.9,69
11/13/1996,51.7,73.5,62.4,69
11/14/1996,49.1,73.5,63.4,68
11/15/1996,57.3,78,69.2,66
11/16/1996,62.7,77.7,70.8,67
11/17/1996,60.9,78.9,70.3,68
11/18/1996,59.1,75.3,69,64
11/19/1996,62.6,73.5,67.3,65
11/20/1996,57.2,75.4,66.7,64
11/21/1996,62.7,77.1,68.4,64
11/22/1996,60.5,69.9,64.5,67
11/23/1996,59.1,69.9,64.1,68
11/24/1996,57.3,71.7,63.4,68
11/25/1996,55.5,72.3,64.1,63
11/26/1996,59.1,75.3,67.6,59
11/27/1996,62.6,78.9,70.7,61
11/28/1996,61.1,77.1,68.6,64
11/29/1996,60.8,68.1,64,62
11/30/1996,53.6,73.5,61.8,60
12/1/1996,50.9,71.7,61.8,60
12/2/1996,53.6,75.3,64.7,60
12/3/1996,54.5,73.5,64,61
12/4/1996,53.6,71.7,62.7,62
12/5/1996,51.8,73.5,63.3,62
12/6/1996,48.3,72.6,62.9,65
12/7/1996,55.4,69.8,62.5,62
12/8/1996,53.6,72.8,63.3,60
12/9/1996,55.3,72.6,63.8,66
12/10/1996,55.4,78.6,65.6,65
12/11/1996,55.5,70,62.3,59
12/12/1996,50,72.6,61.8,57
12/13/1996,55.4,78.9,65.7,62
12/14/1996,58.1,80.7,68.1,64
12/15/1996,53.7,68.1,60.2,63
12/16/1996,46.5,69.9,57.7,64
12/17/1996,52.3,77.1,63.9,63
12/18/1996,51.9,77.1,65.4,65
12/19/1996,53.6,77.1,65.1,59
12/20/1996,53.6,74.6,65,57
12/21/1996,51.9,75.3,64.1,57
12/22/1996,53.7,77.2,66.9,61
12/23/1996,53.6,69.9,60.5,62
12/24/1996,50,68.7,59.2,60
12/25/1996,46.4,71.7,59.4,61
12/26/1996,46.5,77.3,62.9,62
12/27/1996,49.3,77.1,64.1,62
12/28/1996,51.8,75.3,62,62
12/29/1996,51.9,73.5,63.4,63
12/30/1996,50.1,73.5,63.9,55
12/31/1996,53.6,75.3,63.4,54
1/1/1997,51.9,78.9,65,56
1/2/1997,51.9,78.9,64,56
1/3/1997,48.2,64.5,56.4,58
1/4/1997,41.1,66.2,55.3,59
1/5/1997,44.7,68.1,56.9,58
1/6/1997,47.4,68.1,57.4,62
1/7/1997,45.5,70.8,59.1,62
1/8/1997,53.6,70,61.7,61
1/9/1997,48.3,75.9,62.5,62
1/10/1997,51.9,75.9,64.1,65
1/11/1997,50.1,75.8,64.2,66
1/12/1997,50,77.1,64,64
1/13/1997,50.1,77.1,64.1,57
1/14/1997,53.6,78.9,66.9,51
1/15/1997,57.3,75.3,67.3,52
1/16/1997,59.1,73.5,66,55
1/17/1997,51.8,66.3,59.1,58
1/18/1997,46.5,60.9,53.2,51
1/19/1997,42.5,62.7,53.2,53
1/20/1997,46.5,64.5,55.6,54
1/21/1997,51.9,70.4,59.3,50
1/22/1997,46.5,59.1,52,51
1/23/1997,39.3,64.5,54.2,54
1/24/1997,51.9,60.4,55.8,59
1/25/1997,46.5,55.5,51.2,60
1/26/1997,41.1,60.9,52,57
1/27/1997,41.1,66.3,54.6,58
1/28/1997,48.2,71.7,59.1,50
1/29/1997,50.1,71.6,61.8,52
1/30/1997,46.5,66.3,57.1,58
1/31/1997,53.3,69.9,60.2,66
2/1/1997,44.7,57.3,52.5,59
2/2/1997,42.8,62.7,52.8,48
2/3/1997,48.3,72.2,59.7,47
2/4/1997,53.7,78.2,65.6,52
2/5/1997,55.5,66.3,60.8,53
2/6/1997,44.6,55.5,49.5,57
2/7/1997,41.1,53.7,47.2,54
2/8/1997,44.7,60.9,51.6,51
2/9/1997,43.7,62.7,52.9,54
2/10/1997,48.2,68.1,57.6,58
2/11/1997,48.3,61.8,56.3,58
2/12/1997,42.8,59.1,50.8,57
2/13/1997,46.5,62,53.9,62
2/14/1997,50,68.1,58.1,68
2/15/1997,50,68.1,58.6,68
2/16/1997,44.7,68.1,58.7,69
2/17/1997,51.2,73.2,63.4,74
2/18/1997,56,82.5,68.9,69
2/19/1997,61.9,80.7,70.3,65
2/20/1997,57.3,84.2,70.6,61
2/21/1997,60.9,87.9,75.3,62
2/22/1997,62.6,84.3,72,60
2/23/1997,59,75.3,66.9,55
2/24/1997,50.1,70.7,62.6,54
2/25/1997,50.1,69.9,62.6,56
2/26/1997,55.5,68.1,61.7,63
2/27/1997,51.8,62.7,56.3,73
2/28/1997,46.4,64.5,55.7,72
3/1/1997,39.3,69.9,56.5,64
3/2/1997,47.6,75.3,63.2,68
3/3/1997,60.1,82.5,71.4,69
3/4/1997,62.6,87.8,74.8,53
3/5/1997,59.1,71.7,65.8,56
3/6/1997,53.7,78.9,66.6,60
3/7/1997,57.2,82.5,69.6,61
3/8/1997,46.4,64.5,54.7,64
3/9/1997,51.9,61.4,55.4,66
3/10/1997,49.7,69.9,59.7,63
3/11/1997,58.4,66.2,61.8,69
3/12/1997,57.3,73.5,64.5,64
3/13/1997,62.7,75.2,67.8,63
3/14/1997,59.1,68.1,64.1,66
3/15/1997,48.3,77.2,65.6,65
3/16/1997,60.9,73,66.8,65
3/17/1997,51.8,74.3,64.3,61
3/18/1997,59.1,78.9,68.2,66
3/19/1997,54.5,73.5,65.5,72
3/20/1997,53.8,77.1,66.3,74
3/21/1997,53.7,70.8,61.1,67
3/22/1997,58.7,77.1,65.3,65
3/23/1997,59.1,86.1,72.2,69
3/24/1997,66.3,86.1,73.1,73
3/25/1997,62.6,78.9,69,67
3/26/1997,53.7,73.5,65.2,61
3/27/1997,57.2,77.1,67.7,63
3/28/1997,62.7,86.1,73.5,71
3/29/1997,60.8,77.1,67.6,73
3/30/1997,51.5,73.4,61.8,79
3/31/1997,51.9,73.5,63.8,82
4/1/1997,55.5,82.5,70.6,77
4/2/1997,59.6,86.1,73.4,78
4/3/1997,62.7,91.5,78.5,75
4/4/1997,68.1,91.6,81.5,76
4/5/1997,73.5,86.1,79.3,77
4/6/1997,68,89.7,79.6,67
4/7/1997,66.2,87.9,77.1,62
4/8/1997,60.9,89.7,76.6,63
4/9/1997,64.4,91.5,78.7,68
4/10/1997,59.1,75.3,69.1,78
4/11/1997,57.2,71.7,64.1,83
4/12/1997,53.6,75.3,64,83
4/13/1997,58.3,80.7,68.7,85
4/14/1997,60.9,91.5,76.9,79
4/15/1997,70.9,95.1,82.8,76
4/16/1997,74.9,95,84.6,71
4/17/1997,71.4,98.7,84.8,71
4/18/1997,73.5,91.1,81.1,72
4/19/1997,65,89.6,75.6,76
4/20/1997,64.4,86.1,73,78
4/21/1997,61.7,79.5,71.3,81
4/22/1997,62.7,82.2,71.9,83
4/23/1997,64.4,87.9,77.1,86
4/24/1997,66.2,98.5,80.4,86
4/25/1997,69.8,91.8,82.1,77
4/26/1997,71.6,96.9,85.5,80
4/27/1997,72.5,100.5,87.4,85
4/28/1997,73.5,100.5,87.6,82
4/29/1997,68.1,86.1,77.8,85
4/30/1997,68.1,91.4,80,90
5/1/1997,74.3,98.7,86.6,81
5/2/1997,73.5,89.8,82.4,76
5/3/1997,73.5,95.1,85.3,79
5/4/1997,77.9,100.5,90.2,78
5/5/1997,74.6,89.7,82.5,80
5/6/1997,69.9,84.3,76.8,83
5/7/1997,68.1,87.9,78.7,85
5/8/1997,71.7,87.9,79,86
5/9/1997,69.2,91.1,79.8,88
5/10/1997,71.7,93.3,83.7,88
5/11/1997,68.1,96.9,85.7,91
5/12/1997,75.1,98.7,87.8,90
5/13/1997,71.7,100.5,89.2,91
5/14/1997,78.8,100.5,90.3,89
5/15/1997,78.9,102.3,92.1,91
5/16/1997,75.3,104.1,91.3,90
5/17/1997,77.9,104,91.5,92
5/18/1997,80.6,98.7,89.9,94
5/19/1997,80.7,102.3,92.7,91
5/20/1997,77.9,100.5,90.8,91
5/21/1997,80.6,102.3,92.3,92
5/22/1997,86.1,103.2,95.1,88
5/23/1997,86.1,95.1,90.6,95
5/24/1997,86,98.7,91.9,95
5/25/1997,82.5,102.3,93.4,96
5/26/1997,78.9,101.4,91.5,94
5/27/1997,84.3,104.1,95.1,92
5/28/1997,84.2,107.7,96.4,93
5/29/1997,79.9,108.2,97.5,91
5/30/1997,89.6,100.5,95.7,88
5/31/1997,86,104.1,94.6,93
6/1/1997,78.9,105.9,94.3,94
6/2/1997,79.7,102.3,92,94
6/3/1997,77.1,100.5,90.2,94
6/4/1997,80.6,104.1,92.9,95
6/5/1997,80.7,105.9,94.5,96
6/6/1997,82.5,107.7,96.1,95
6/7/1997,80.6,107.7,96.8,98
6/8/1997,84.2,107.7,96.8,98
6/9/1997,82.5,109.5,97.5,97
6/10/1997,82.9,109.5,97.5,98
6/11/1997,84.3,116.4,99.6,99
6/12/1997,87.4,109.5,100.4,100
6/13/1997,80.7,111.3,99.9,100
6/14/1997,84.3,111.3,100.2,97
6/15/1997,90.4,113,101.9,98
6/16/1997,86.5,114.9,102.8,94
6/17/1997,87.8,111.3,101.3,95
6/18/1997,85.6,109.5,98.9,96
6/19/1997,86,109.5,98.8,96
6/20/1997,84.2,107.7,96.2,97
6/21/1997,81.5,107.7,95.9,97
6/22/1997,81.2,107.7,96.7,96
6/23/1997,82.4,109.5,97.2,97
6/24/1997,81.7,109.5,97.6,97
6/25/1997,86.8,111.3,99.1,97
6/26/1997,86.6,107.7,98.3,97
6/27/1997,86,109.5,98.9,98
6/28/1997,85.6,107.7,98.1,95
6/29/1997,82.5,107.7,97.1,95
6/30/1997,78.9,109.5,96,96
7/1/1997,86,107.7,98.2,96
7/2/1997,79.8,110,97.4,96
7/3/1997,82.4,105.9,96.3,95
7/4/1997,78.9,107.7,97.1,95
7/5/1997,84.2,107.7,97,95
7/6/1997,84.8,107.7,97.3,96
7/7/1997,86.8,107.7,97.2,95
7/8/1997,82.5,105.9,95.5,94
7/9/1997,82.5,107.7,97.1,94
7/10/1997,84.3,107.7,97,94
7/11/1997,80.7,105.9,96.1,94
7/12/1997,80.7,106.1,95.3,93
7/13/1997,85.2,104.6,95.4,92
7/14/1997,84.2,105.9,96,93
7/15/1997,87.7,107.7,97.3,92
7/16/1997,80.7,105.9,94.7,93
7/17/1997,80.7,104.1,94.2,93
7/18/1997,78.8,105.9,94.4,98
7/19/1997,81.2,106.4,93.8,99
7/20/1997,82.5,104.1,94.6,99
7/21/1997,80.7,105.9,95.4,100
7/22/1997,85,109.5,98.2,101
7/23/1997,89.3,110,100.5,98
7/24/1997,85.2,111.5,99.1,98
7/25/1997,86.1,111.3,100.9,96
7/26/1997,85.3,113.1,101.3,97
7/27/1997,84.3,109.5,98.9,97
7/28/1997,86.9,109.5,98.3,96
7/29/1997,85.3,109.4,97.1,97
7/30/1997,86,108.6,98.1,99
7/31/1997,84.2,109.5,97.8,98
8/1/1997,86,109.5,97.9,97
8/2/1997,86.1,110.4,98.9,95
8/3/1997,85.3,113.1,100.4,93
8/4/1997,86.9,109.5,99.1,94
8/5/1997,86,109.5,97.6,95
8/6/1997,84.7,105.9,95.8,93
8/7/1997,82.5,104.1,93.6,96
8/8/1997,81.7,105.9,95.2,97
8/9/1997,84.2,105.9,96.4,96
8/10/1997,83.5,107.7,96.9,94
8/11/1997,83.3,109.5,96.9,92
8/12/1997,85.2,111.3,98.4,90
8/13/1997,86.9,107.7,97.6,89
8/14/1997,83.3,105.9,95.4,91
8/15/1997,83.4,103.2,93.3,93
8/16/1997,79.9,100.6,90.9,94
8/17/1997,80.6,102.3,90.8,94
8/18/1997,82.5,102.3,92.2,92
8/19/1997,79.7,105.9,93.5,90
8/20/1997,78.9,104.1,93.9,92
8/21/1997,81.5,105.9,95,91
8/22/1997,80.6,104.1,92.9,92
8/23/1997,82.4,104.1,93.3,91
8/24/1997,79.9,104.1,92.7,90
8/25/1997,80.6,103.2,92.1,88
8/26/1997,81.7,104.1,92.4,91
8/27/1997,78.9,102.3,92.6,92
8/28/1997,79.3,103.2,91.7,93
8/29/1997,77.1,104.1,91.1,95
8/30/1997,80.6,104.3,92.8,93
8/31/1997,75.3,105.9,92.8,94
9/1/1997,75.3,106.5,94.6,94
9/2/1997,77.1,107.9,96.5,94
9/3/1997,81.4,107.7,96.3,95
9/4/1997,78.9,107.7,95.2,93
9/5/1997,82.3,105.9,95.1,96
9/6/1997,80.6,105.9,94.9,93
9/7/1997,80.6,107.7,95.3,94
9/8/1997,82.9,105.9,96.4,95
9/9/1997,83.4,108.6,97.6,94
9/10/1997,85.3,107.7,96.2,92
9/11/1997,82.9,106,94.7,94
9/12/1997,80.7,107.7,96.1,90
9/13/1997,80.7,105.9,95.7,90
9/14/1997,83.4,104.1,94,89
9/15/1997,85.9,104.1,95.1,90
9/16/1997,81.5,102.3,92.9,89
9/17/1997,77,102.3,92.3,87
9/18/1997,77,102.9,91,89
9/19/1997,77.2,103.2,91.7,89
9/20/1997,77.1,104.1,91.4,90
9/21/1997,73.5,98.7,88.3,89
9/22/1997,78.1,102.3,90.5,91
9/23/1997,76.1,100.5,90.6,92
9/24/1997,77.8,104.1,92.4,90
9/25/1997,77.2,103.2,91.4,89
9/26/1997,77.5,104.1,91.9,87
9/27/1997,80.2,105.9,94.2,88
9/28/1997,75.3,105.9,93.8,91
9/29/1997,78.1,98.7,89.7,88
9/30/1997,78.9,97.8,87.4,88
10/1/1997,73.5,100.5,88.5,89
10/2/1997,77.1,104,92.2,89
10/3/1997,73.5,102.5,90.9,89
10/4/1997,76.7,100.5,89.4,86
10/5/1997,79,101.6,90.9,86
10/6/1997,77,102.3,90.4,84
10/7/1997,77,100.7,90.2,84
10/8/1997,77,98.7,87.1,82
10/9/1997,75.8,98.7,87.8,82
10/10/1997,77,95.2,86.9,83
10/11/1997,73.6,96.9,86.2,84
10/12/1997,71.8,95.3,84.8,84
10/13/1997,72.5,93.3,84.1,85
10/14/1997,73.1,93.3,84.4,85
10/15/1997,73.4,96.9,85.7,84
10/16/1997,68.1,95.2,84.6,84
10/17/1997,76.9,96.9,86.1,84
10/18/1997,73.5,95.1,86.3,81
10/19/1997,75.8,93.3,85.5,71
10/20/1997,75.2,91.7,84.4,72
10/21/1997,73.5,91.7,84.6,74
10/22/1997,76.3,89.7,82.9,69
10/23/1997,69.8,75.4,71.5,71
10/24/1997,66.3,82.5,72.6,68
10/25/1997,66.3,83.4,75.5,74
10/26/1997,68,75.4,70.9,73
10/27/1997,64.5,80.7,72.6,72
10/28/1997,68,73.4,70.1,72
10/29/1997,64.5,86.1,74.2,71
10/30/1997,67.4,80.7,73.4,71
10/31/1997,64.5,80.7,72.8,73
11/1/1997,66.3,82.7,74.2,75
11/2/1997,63.8,82.5,71.4,70
11/3/1997,64.1,78.8,70.7,67
11/4/1997,66.3,78.9,73.3,64
11/5/1997,69.9,82.5,75.8,64
11/6/1997,64.5,77.1,71,63
11/7/1997,63.6,72.6,67.6,72
11/8/1997,62.7,68,65,65
11/9/1997,61.9,69.8,65.2,63
11/10/1997,48.3,71.7,65.6,62
11/11/1997,64.5,84.2,72.6,64
11/12/1997,62.7,68.6,65.5,61
11/13/1997,59.1,69.9,64.6,66
11/14/1997,55.6,69.9,63.1,68
11/15/1997,55.5,71.7,64.9,68
11/16/1997,57.3,64.5,61.5,64
11/17/1997,59.1,71.7,65.8,64
11/18/1997,60.9,75.9,68,67
11/19/1997,64.5,77,68.7,63
11/20/1997,62.3,69.5,65,60
11/21/1997,57.3,71.7,65.2,61
11/22/1997,60.9,73.5,66.1,64
11/23/1997,60.8,70.1,64.7,64
11/24/1997,54.5,68.1,60.8,59
11/25/1997,51.9,69.9,61.3,62
11/26/1997,58.2,73.5,64.1,67
11/27/1997,57.3,74,65.7,69
11/28/1997,51.9,67.4,58.8,64
11/29/1997,55.4,69.9,63.1,67
11/30/1997,59.1,73.5,65.8,65
12/1/1997,64.5,80.8,70.6,56
12/2/1997,59,69,64.4,56
12/3/1997,60,76.2,66.6,56
12/4/1997,60.8,73.4,67.4,59
12/5/1997,53.7,65,57.8,66
12/6/1997,49.1,66.3,57.2,69
12/7/1997,47,68.1,57.6,58
12/8/1997,48.2,71.7,60.3,58
12/9/1997,53.8,75.3,64.8,63
12/10/1997,60.9,78.9,69.2,58
12/11/1997,51.9,66.5,59.8,55
12/12/1997,48.3,68.3,59,57
12/13/1997,53.7,73.5,62.9,60
12/14/1997,55.4,66.3,62,58
12/15/1997,48.3,64.4,55.2,56
12/16/1997,50.1,73.4,58.1,62
12/17/1997,56.3,71.3,62.8,53
12/18/1997,50.1,66.3,59,53
12/19/1997,53.6,66.2,58.8,57
12/20/1997,55.5,75.3,63,65
12/21/1997,48.3,60.9,54,61
12/22/1997,44.6,60.9,53.5,58
12/23/1997,50,69.9,58.4,58
12/24/1997,55.1,77.7,66.5,58
12/25/1997,55.4,71.7,62.8,58
12/26/1997,53.7,67.4,59.3,60
12/27/1997,52.9,64.5,58.2,61
12/28/1997,51.9,62.7,57.8,64
12/29/1997,53.7,64.5,58.5,56
12/30/1997,53.3,66.8,60.7,52
12/31/1997,55.5,68.1,61,57
1/1/1998,57.2,71.7,63.8,60
1/2/1998,53.7,64.1,58.6,53
1/3/1998,51,56,53.6,49
1/4/1998,48.6,59.1,55.8,53
1/5/1998,48.6,62.7,59.2,51
1/6/1998,49.7,59.6,55,51
1/7/1998,41.1,57.3,50.4,55
1/8/1998,42.8,62.7,53.2,54
1/9/1998,48.3,55.4,51.5,47
1/10/1998,47.4,52.1,49.8,45
1/11/1998,48.3,64.4,54.4,45
1/12/1998,48.3,66.3,56.6,46
1/13/1998,43.7,55.4,48.7,49
1/14/1998,41.9,53.7,46.9,56
1/15/1998,37.4,56,46,59
1/16/1998,37.4,59.2,47.6,60
1/17/1998,35.7,64.5,49.8,54
1/18/1998,41.1,66.3,56.5,50
1/19/1998,46.5,73.5,59.2,54
1/20/1998,48.3,70.4,59.7,58
1/21/1998,48.3,64.5,57.3,61
1/22/1998,41.1,60.9,51,58
1/23/1998,46.4,64.5,55.7,57
1/24/1998,50.1,69.9,60.6,59
1/25/1998,55.5,75.3,64.1,61
1/26/1998,51.8,69.9,59.8,58
1/27/1998,51.9,68,58.3,60
1/28/1998,51.5,65,59.4,65
1/29/1998,56.5,72.5,62.7,58
1/30/1998,50,69.9,60.5,61
1/31/1998,53.2,73.5,62.8,67
2/1/1998,56.3,80.6,67.5,69
2/2/1998,53.6,68.1,61.3,71
2/3/1998,50,69.9,62.1,72
2/4/1998,55.4,80.6,67.6,75
2/5/1998,60.9,82.5,71.4,73
2/6/1998,59.1,84.2,72.1,61
2/7/1998,64.3,89.7,75.4,63
2/8/1998,64.9,87.9,77.5,58
2/9/1998,67.9,87.8,76.5,51
2/10/1998,55.5,69.8,64.9,57
2/11/1998,51.9,71.7,62.3,62
2/12/1998,53.7,66.8,61.3,55
2/13/1998,47,60.8,54.3,56
2/14/1998,39.3,71.6,57.5,61
2/15/1998,47,75.2,64,64
2/16/1998,46.5,62.9,57,68
2/17/1998,45.6,66.3,56.3,65
2/18/1998,51.8,73.4,61.9,60
2/19/1998,53.6,78.9,64.9,56
2/20/1998,59,82.5,70.3,59
2/21/1998,55.4,77.1,66.8,67
2/22/1998,53.7,68.1,60.6,59
2/23/1998,48.4,69.9,58.8,61
2/24/1998,44.7,69.9,60.1,68
2/25/1998,57.1,78.9,68.8,69
2/26/1998,51.8,69.9,61.9,59
2/27/1998,48.3,70,61.4,60
2/28/1998,55.5,78.8,66.6,62
3/1/1998,64.4,78.9,71.3,62
3/2/1998,53.6,69.9,61.8,61
3/3/1998,51.8,71.7,61.6,54
3/4/1998,48.3,71.7,62.7,61
3/5/1998,50.1,73.5,63.4,58
3/6/1998,53.7,70.1,61.8,60
3/7/1998,51.8,57.3,54.5,62
3/8/1998,50.9,71.7,61.5,68
3/9/1998,51.9,66.8,59.8,72
3/10/1998,51.8,70,61.2,74
3/11/1998,50.1,73.5,63,72
3/12/1998,57.2,80.6,68.8,71
3/13/1998,62.6,87.9,75,78
3/14/1998,63.1,89.6,76.4,77
3/15/1998,62.6,82.4,73.2,62
3/16/1998,62.7,80.3,71.9,67
3/17/1998,64.5,93.2,78.2,63
3/18/1998,69.9,90.5,80,67
3/19/1998,60,68.3,64.7,73
3/20/1998,58.7,77.1,67,74
3/21/1998,57.2,73.5,65.1,70
3/22/1998,57.8,78.9,68.1,66
3/23/1998,62.3,84.3,73.2,76
3/24/1998,64.5,86,74.7,83
3/25/1998,62.6,84.3,72.8,76
3/26/1998,57.3,73.5,65.7,70
3/27/1998,62.7,87.9,75.9,69
3/28/1998,68.1,98.7,83.8,73
3/29/1998,64.5,87.8,77.3,75
3/30/1998,69.8,77.1,73.1,78
3/31/1998,60.9,78,69.2,83
4/1/1998,63.1,85.2,74.1,73
4/2/1998,62.7,87.9,76.5,67
4/3/1998,64.4,89.7,77.6,71
4/4/1998,70.3,98.7,84.5,76
4/5/1998,66.3,81.2,73.8,76
4/6/1998,57.3,78.9,69.1,76
4/7/1998,53.7,82.5,71.8,78
4/8/1998,64.9,87.8,76.8,78
4/9/1998,67.7,86,77.8,78
4/10/1998,66.2,86.1,77,79
4/11/1998,62.7,89.7,79.4,80
4/12/1998,65.4,89.7,80.2,84
4/13/1998,65.4,91.5,80.4,86
4/14/1998,65.4,93.3,79.9,86
4/15/1998,65.4,94.4,82.1,88
4/16/1998,67,96.9,84.6,91
4/17/1998,71.7,101.4,87.8,84
4/18/1998,82.4,96.9,87.6,88
4/19/1998,82.4,98.7,90.9,79
4/20/1998,80.2,104.1,92.1,78
4/21/1998,77,96.9,87.4,78
4/22/1998,76.3,101,89.1,81
4/23/1998,71.7,91.4,81.9,80
4/24/1998,69.8,91.4,80.3,80
4/25/1998,68,89.7,78.7,80
4/26/1998,69.8,93.3,81.5,81
4/27/1998,71.6,89.7,80.2,80
4/28/1998,68.1,95.1,80.1,82
4/29/1998,69.9,91.5,80.1,82
4/30/1998,68.1,93.5,82.7,82
5/1/1998,68.1,93.2,80.3,83
5/2/1998,68.1,92.5,82.7,84
5/3/1998,73.5,93.3,83.9,86
5/4/1998,75.2,87.9,82.1,88
5/5/1998,73.4,93.3,84.8,88
5/6/1998,73.9,95.1,85.6,92
5/7/1998,70.9,99.6,87,92
5/8/1998,69.9,102.3,89.8,92
5/9/1998,69.9,102.3,90.9,91
5/10/1998,78.1,102.3,91.7,88
5/11/1998,48.3,100.6,89.7,90
5/12/1998,78.9,105.9,92.5,93
5/13/1998,82.4,104.1,92.9,88
5/14/1998,80.9,100.5,90.1,90
5/15/1998,76.3,102.3,91.7,94
5/16/1998,80.6,104.1,93.7,94
5/17/1998,78,98.7,89.4,89
5/18/1998,79,100.5,90.3,90
5/19/1998,82.4,105.9,95.4,91
5/20/1998,91,107.7,98.1,92
5/21/1998,78.8,98.7,90.7,93
5/22/1998,78.8,100.5,91.1,98
5/23/1998,79.6,104.1,93.7,97
5/24/1998,82.4,102.3,93.6,100
5/25/1998,81.2,105.9,95.1,97
5/26/1998,80.7,110,98,95
5/27/1998,86.1,111.3,99.9,92
5/28/1998,89.2,112.7,101.9,96
5/29/1998,88.4,109.5,99.6,96
5/30/1998,89.2,109.4,97.6,97
5/31/1998,82.4,103.2,94.2,97
6/1/1998,84.2,107.7,96.8,99
6/2/1998,85.1,109.4,98.1,101
6/3/1998,89.7,107.8,98.9,99
6/4/1998,86.5,107.8,98.9,101
6/5/1998,86.1,110.1,100.8,102
6/6/1998,86.9,113.1,102.1,100
6/7/1998,88,111.3,101.6,97
6/8/1998,84.3,111.3,101.6,95
6/9/1998,91.4,113.1,103.1,95
6/10/1998,88.7,111.3,101.7,95
6/11/1998,82.5,109.5,98.5,96
6/12/1998,84.3,107.7,96.8,95
6/13/1998,82,107.7,96.3,95
6/14/1998,82.5,109.4,97.3,95
6/15/1998,83.3,109.5,97.9,96
6/16/1998,84.2,109.5,98.1,98
6/17/1998,82.9,109.4,97.1,96
6/18/1998,82.1,109.5,97.5,98
6/19/1998,82.3,109.4,98.2,99
6/20/1998,86.5,109.5,99.4,97
6/21/1998,78.2,111.3,98.8,97
6/22/1998,78.9,111.3,99.7,95
6/23/1998,86,111.5,100.8,96
6/24/1998,88.9,109.4,99,96
6/25/1998,87.8,108.6,98.1,98
6/26/1998,82.5,109.5,97.8,96
6/27/1998,80.7,110.4,97.3,96
6/28/1998,82,109.5,98.2,96
6/29/1998,86.5,109.5,98.9,95
6/30/1998,86.8,107.7,97.8,97
7/1/1998,84.2,109.5,98,97
7/2/1998,84.3,109.4,98.3,98
7/3/1998,78.9,109.5,97.9,96
7/4/1998,84.2,109.5,98.9,90
7/5/1998,84.4,109.5,99.4,94
7/6/1998,80.7,109.5,98.9,94
7/7/1998,87.8,109.5,98.9,93
7/8/1998,86,105.9,92.5,94
7/9/1998,81.7,105.9,94.9,94
7/10/1998,82.4,105.9,95.4,96
7/11/1998,80.7,106,96.3,98
7/12/1998,84.2,107.6,96.5,99
7/13/1998,86,107.7,97.4,100
7/14/1998,87.8,109.5,98.1,98
7/15/1998,86,111.3,98.5,98
7/16/1998,87.1,113,100,97
7/17/1998,87.8,113.2,102.8,98
7/18/1998,82.5,114.8,100.3,97
7/19/1998,82.5,112.9,100.5,98
7/20/1998,82.5,111.3,99.3,100
7/21/1998,83.8,111.3,100,102
7/22/1998,89.6,107.7,98.7,103
7/23/1998,84.3,109.5,98,104
7/24/1998,91.4,109.5,101.6,102
7/25/1998,93.4,113.1,104.1,100
7/26/1998,89.6,114.9,104.4,102
7/27/1998,93.2,115.5,105.9,104
7/28/1998,92.3,113.1,103.2,101
